Country,Year,AverageTemperature,MinTemperature,MaxTemperature
AFG,1900,13.7493333333333,13.0005,14.4981666666667
AFG,1901,13.894,13.1946666666667,14.5933333333333
AFG,1902,14.5058333333333,13.77975,15.2319166666667
AFG,1903,12.9864166666667,12.2540833333333,13.71875
AFG,1904,13.80575,13.0920833333333,14.5194166666667
AFG,1905,13.3856666666667,12.56775,14.2035833333333
AFG,1906,13.8849166666667,13.2776666666667,14.4921666666667
AFG,1907,13.3529166666667,12.7425,13.9633333333333
AFG,1908,13.6991666666667,12.9959166666667,14.4024166666667
AFG,1909,13.9254166666667,13.3271666666667,14.5236666666667
AFG,1910,13.2165,12.5095,13.9235
AFG,1911,13.385,12.8095,13.9605
AFG,1912,13.9026666666667,13.2676666666667,14.5376666666667
AFG,1913,13.85925,13.2791666666667,14.4393333333333
AFG,1914,14.2968333333333,13.5399166666667,15.05375
AFG,1915,14.9145833333333,14.2275,15.6016666666667
AFG,1916,13.343,12.6260833333333,14.0599166666667
AFG,1917,13.9165,13.2004166666667,14.6325833333333
AFG,1918,13.48325,12.7608333333333,14.2056666666667
AFG,1919,13.8809166666667,13.11425,14.6475833333333
AFG,1920,13.0365,12.2281666666667,13.8448333333333
AFG,1921,14.1715833333333,13.5630833333333,14.7800833333333
AFG,1922,14.2555,13.7165,14.7945
AFG,1923,13.3389166666667,12.8386666666667,13.8391666666667
AFG,1924,13.629,13.0735833333333,14.1844166666667
AFG,1925,13.93175,13.1815833333333,14.6819166666667
AFG,1926,13.7453333333333,13.0246666666667,14.466
AFG,1927,13.8445833333333,13.3050833333333,14.3840833333333
AFG,1928,13.633,13.0229166666667,14.2430833333333
AFG,1929,13.48175,12.8763333333333,14.0871666666667
